transport	port	service
udp	8230	rexecj
udp	8231	hncp-udp-port
udp	8232	hncp-dtls-port
tcp	8243	synapse-nhttps
udp	8243	synapse-nhttps
tcp	8270	robot-remote
tcp	8276	pando-sec
udp	8276	pando-sec
tcp	8280	synapse-nhttp
udp	8280	synapse-nhttp
tcp	8282	libelle
udp	8282	libelle-disc
tcp	8292	blp3
udp	8292	blp3
tcp	8293	hiperscan-id
tcp	8294	blp4
udp	8294	blp4
tcp	8300	tmi
udp	8300	tmi
tcp	8301	amberon
udp	8301	amberon
tcp	8313	hub-open-net
tcp	8320	tnp-discover
udp	8320	tnp-discover
tcp	8321	tnp
udp	8321	tnp
tcp	8322	garmin-marine
udp	8322	garmin-marine
tcp	8351	server-find
udp	8351	server-find
tcp	8376	cruise-enum
udp	8376	cruise-enum
tcp	8377	cruise-swroute
udp	8377	cruise-swroute
tcp	8378	cruise-config
udp	8378	cruise-config
tcp	8379	cruise-diags
udp	8379	cruise-diags
tcp	8380	cruise-update
udp	8380	cruise-update
tcp	8383	m2mservices
udp	8383	m2mservices
udp	8384	marathontp
tcp	8400	cvd
udp	8400	cvd
tcp	8401	sabarsd
udp	8401	sabarsd
tcp	8402	abarsd
udp	8402	abarsd
tcp	8403	admind
udp	8403	admind
tcp	8404	svcloud
tcp	8405	svbackup
tcp	8415	dlpx-sp
tcp	8416	espeech
udp	8416	espeech
tcp	8417	espeech-rtp
udp	8417	espeech-rtp
tcp	8423	aritts
tcp	8442	cybro-a-bus
udp	8442	cybro-a-bus
tcp	8443	pcsync-https
udp	8443	pcsync-https
tcp	8444	pcsync-http
udp	8444	pcsync-http
tcp	8445	copy
udp	8445	copy-disc
tcp	8450	npmp
udp	8450	npmp
tcp	8457	nexentamv
tcp	8470	cisco-avp
tcp	8471	pim-port
tcp	8472	otv
udp	8472	otv
tcp	8473	vp2p
udp	8473	vp2p
tcp	8474	noteshare
udp	8474	noteshare
tcp	8500	fmtp
udp	8500	fmtp
tcp	8501	cmtp-mgt
udp	8501	cmtp-av
tcp	8502	ftnmtp
udp	8503	lsp-self-ping
tcp	8554	rtsp-alt
udp	8554	rtsp-alt
tcp	8555	d-fence
udp	8555	d-fence
tcp	8567	dof-tunnel
udp	8567	dof-tunnel
tcp	8600	asterix
udp	8600	asterix
udp	8609	canon-cpp-disc
tcp	8610	canon-mfnp
udp	8610	canon-mfnp
tcp	8611	canon-bjnp1
udp	8611	canon-bjnp1
tcp	8612	canon-bjnp2
udp	8612	canon-bjnp2
tcp	8613	canon-bjnp3
udp	8613	canon-bjnp3
tcp	8614	canon-bjnp4
udp	8614	canon-bjnp4
tcp	8615	imink
tcp	8665	monetra
tcp	8666	monetra-admin
tcp	8675	msi-cps-rm
udp	8675	msi-cps-rm-disc
tcp	8686	sun-as-jmxrmi
udp	8686	sun-as-jmxrmi
tcp	8688	openremote-ctrl
tcp	8699	vnyx
tcp	8711	nvc
udp	8732	dtp-net
tcp	8733	ibus
udp	8733	ibus
tcp	8750	dey-keyneg
tcp	8763	mc-appserver
udp	8763	mc-appserver
tcp	8764	openqueue
udp	8764	openqueue
tcp	8765	ultraseek-http
udp	8765	ultraseek-http
tcp	8766	amcs
udp	8766	amcs
tcp	8770	dpap
udp	8770	dpap
tcp	8778	uec
tcp	8786	msgclnt
udp	8786	msgclnt
tcp	8787	msgsrvr
udp	8787	msgsrvr
tcp	8793	acd-pm
udp	8793	acd-pm
tcp	8800	sunwebadmin
udp	8800	sunwebadmin
tcp	8804	truecm
udp	8804	truecm
udp	8805	pfcp
udp	8808	ssports-bcast
tcp	8873	dxspider
udp	8873	dxspider
tcp	8880	cddbp-alt
udp	8880	cddbp-alt
tcp	8881	galaxy4d
tcp	8883	secure-mqtt
udp	8883	secure-mqtt
tcp	8888	ddi-tcp-1
udp	8888	ddi-udp-1
tcp	8889	ddi-tcp-2
udp	8889	ddi-udp-2
tcp	8890	ddi-tcp-3
udp	8890	ddi-udp-3
tcp	8891	ddi-tcp-4
udp	8891	ddi-udp-4
tcp	8892	ddi-tcp-5
udp	8892	ddi-udp-5
tcp	8893	ddi-tcp-6
udp	8893	ddi-udp-6
tcp	8894	ddi-tcp-7
udp	8894	ddi-udp-7
tcp	8899	ospf-lite
udp	8899	ospf-lite
tcp	8900	jmb-cds1
udp	8900	jmb-cds1
tcp	8901	jmb-cds2
udp	8901	jmb-cds2
tcp	8910	manyone-http
udp	8910	manyone-http
tcp	8911	manyone-xml
udp	8911	manyone-xml
tcp	8912	wcbackup
udp	8912	wcbackup
tcp	8913	dragonfly
udp	8913	dragonfly
tcp	8937	twds
tcp	8953	ub-dns-control
tcp	8954	cumulus-admin
udp	8954	cumulus-admin
tcp	8980	nod-provider
udp	8980	nod-provider
udp	8981	nod-client
tcp	8989	sunwebadmins
udp	8989	sunwebadmins
tcp	8990	http-wmap
udp	8990	http-wmap
tcp	8991	https-wmap
udp	8991	https-wmap
tcp	8997	oracle-ms-ens
tcp	8998	canto-roboflow
tcp	8999	bctp
udp	8999	bctp
tcp	9000	cslistener
udp	9000	cslistener
tcp	9001	etlservicemgr
udp	9001	etlservicemgr
tcp	9002	dynamid
udp	9002	dynamid
tcp	9005	golem
udp	9007	ogs-client
tcp	9008	ogs-server
tcp	9009	pichat
udp	9009	pichat
tcp	9010	sdr
udp	9011	d-star
tcp	9020	tambora
udp	9020	tambora
tcp	9021	panagolin-ident
udp	9021	panagolin-ident
tcp	9022	paragent
udp	9022	paragent
tcp	9023	swa-1
udp	9023	swa-1
tcp	9024	swa-2
udp	9024	swa-2
tcp	9025	swa-3
udp	9025	swa-3
tcp	9026	swa-4
udp	9026	swa-4
tcp	9050	versiera
tcp	9051	fio-cmgmt
tcp	9060	CardWeb-IO
udp	9060	CardWeb-RT
tcp	9080	glrpc
udp	9080	glrpc
udp	9081	cisco-aqos
tcp	9083	emc-pp-mgmtsvc
tcp	9084	aurora
udp	9084	aurora
tcp	9085	ibm-rsyscon
udp	9085	ibm-rsyscon
tcp	9086	net2display
udp	9086	net2display
tcp	9087	classic
udp	9087	classic
tcp	9088	sqlexec
udp	9088	sqlexec
tcp	9089	sqlexec-ssl
udp	9089	sqlexec-ssl
tcp	9090	websm
udp	9090	websm
tcp	9091	xmltec-xmlmail
udp	9091	xmltec-xmlmail
tcp	9092	XmlIpcRegSvc
udp	9092	XmlIpcRegSvc
tcp	9093	copycat
tcp	9100	hp-pdl-datastr
udp	9100	hp-pdl-datastr
tcp	9100	pdl-datastream
udp	9100	pdl-datastream
tcp	9101	bacula-dir
udp	9101	bacula-dir
tcp	9102	bacula-fd
udp	9102	bacula-fd
tcp	9103	bacula-sd
udp	9103	bacula-sd
tcp	9104	peerwire
udp	9104	peerwire
tcp	9105	xadmin
udp	9105	xadmin
tcp	9106	astergate
udp	9106	astergate-disc
tcp	9107	astergatefax
tcp	9111	hexxorecore
udp	9111	hexxorecore
tcp	9119	mxit
udp	9119	mxit
tcp	9122	grcmp
tcp	9123	grcp
tcp	9131	dddp
udp	9131	dddp
tcp	9160	apani1
udp	9160	apani1
tcp	9161	apani2
udp	9161	apani2
tcp	9162	apani3
udp	9162	apani3
tcp	9163	apani4
udp	9163	apani4
tcp	9164	apani5
udp	9164	apani5
tcp	9191	sun-as-jpda
udp	9191	sun-as-jpda
tcp	9200	wap-wsp
udp	9200	wap-wsp
tcp	9201	wap-wsp-wtp
udp	9201	wap-wsp-wtp
tcp	9202	wap-wsp-s
udp	9202	wap-wsp-s
tcp	9203	wap-wsp-wtp-s
udp	9203	wap-wsp-wtp-s
tcp	9204	wap-vcard
udp	9204	wap-vcard
tcp	9205	wap-vcal
udp	9205	wap-vcal
tcp	9206	wap-vcard-s
udp	9206	wap-vcard-s
tcp	9207	wap-vcal-s
udp	9207	wap-vcal-s
tcp	9208	rjcdb-vcards
udp	9208	rjcdb-vcards
tcp	9209	almobile-system
udp	9209	almobile-system
tcp	9210	oma-mlp
udp	9210	oma-mlp
tcp	9211	oma-mlp-s
udp	9211	oma-mlp-s
tcp	9212	serverviewdbms
udp	9212	serverviewdbms
tcp	9213	serverstart
udp	9213	serverstart
tcp	9214	ipdcesgbs
udp	9214	ipdcesgbs
tcp	9215	insis
udp	9215	insis
tcp	9216	acme
udp	9216	acme
tcp	9217	fsc-port
udp	9217	fsc-port
tcp	9222	teamcoherence
udp	9222	teamcoherence
tcp	9255	mon
udp	9255	mon
udp	9277	traingpsdata
tcp	9278	pegasus
udp	9278	pegasus
tcp	9279	pegasus-ctl
udp	9279	pegasus-ctl
tcp	9280	pgps
udp	9280	pgps
tcp	9281	swtp-port1
udp	9281	swtp-port1
tcp	9282	swtp-port2
udp	9282	swtp-port2
tcp	9283	callwaveiam
udp	9283	callwaveiam
tcp	9284	visd
udp	9284	visd
tcp	9285	n2h2server
udp	9285	n2h2server
udp	9286	n2receive
tcp	9287	cumulus
udp	9287	cumulus
tcp	9292	armtechdaemon
udp	9292	armtechdaemon
tcp	9293	storview
udp	9293	storview
tcp	9294	armcenterhttp
udp	9294	armcenterhttp
tcp	9295	armcenterhttps
udp	9295	armcenterhttps
tcp	9300	vrace
udp	9300	vrace
tcp	9306	sphinxql
tcp	9312	sphinxapi
tcp	9318	secure-ts
udp	9318	secure-ts
tcp	9321	guibase
udp	9321	guibase
tcp	9343	mpidcmgr
udp	9343	mpidcmgr
tcp	9344	mphlpdmc
udp	9344	mphlpdmc
tcp	9345	rancher
tcp	9346	ctechlicensing
udp	9346	ctechlicensing
tcp	9374	fjdmimgr
udp	9374	fjdmimgr
tcp	9380	boxp
udp	9380	boxp
tcp	9387	d2dconfig
tcp	9388	d2ddatatrans
tcp	9389	adws
tcp	9390	otp
tcp	9396	fjinvmgr
udp	9396	fjinvmgr
tcp	9397	mpidcagt
udp	9397	mpidcagt
tcp	9400	sec-t4net-srv
udp	9400	sec-t4net-srv
tcp	9401	sec-t4net-clt
udp	9401	sec-t4net-clt
tcp	9402	sec-pc2fax-srv
udp	9402	sec-pc2fax-srv
tcp	9418	git
udp	9418	git
tcp	9443	tungsten-https
udp	9443	tungsten-https
tcp	9444	wso2esb-console
udp	9444	wso2esb-console
tcp	9445	mindarray-ca
tcp	9450	sntlkeyssrvr
udp	9450	sntlkeyssrvr
tcp	9500	ismserver
udp	9500	ismserver
udp	9522	sma-spw
tcp	9535	mngsuite
udp	9535	mngsuite
tcp	9536	laes-bf
udp	9536	laes-bf
tcp	9555	trispen-sra
udp	9555	trispen-sra
tcp	9592	ldgateway
udp	9592	ldgateway
tcp	9593	cba8
udp	9593	cba8
tcp	9594	msgsys
udp	9594	msgsys
tcp	9595	pds
udp	9595	pds
tcp	9596	mercury-disc
udp	9596	mercury-disc
tcp	9597	pd-admin
udp	9597	pd-admin
tcp	9598	vscp
udp	9598	vscp
tcp	9599	robix
udp	9599	robix
tcp	9600	micromuse-ncpw
udp	9600	micromuse-ncpw
tcp	9612	streamcomm-ds
udp	9612	streamcomm-ds
tcp	9614	iadt-tls
tcp	9616	erunbook-agent
tcp	9616	erunbook_agent
tcp	9617	erunbook-server
tcp	9617	erunbook_server
tcp	9618	condor
udp	9618	condor
tcp	9628	odbcpathway
udp	9628	odbcpathway
tcp	9629	uniport
udp	9629	uniport
tcp	9630	peoctlr
tcp	9631	peocoll
udp	9632	mc-comm
tcp	9640	pqsflows
tcp	9666	zoomcp
tcp	9667	xmms2
udp	9667	xmms2
tcp	9668	tec5-sdctp
udp	9668	tec5-sdctp
tcp	9694	client-wakeup
udp	9694	client-wakeup
tcp	9695	ccnx
udp	9695	ccnx
tcp	9700	board-roar
udp	9700	board-roar
tcp	9747	l5nas-parchan
udp	9747	l5nas-parchan
tcp	9750	board-voip
udp	9750	board-voip
tcp	9753	rasadv
udp	9753	rasadv
tcp	9762	tungsten-http
udp	9762	tungsten-http
tcp	9800	davsrc
udp	9800	davsrc
tcp	9801	sstp-2
udp	9801	sstp-2
tcp	9802	davsrcs
udp	9802	davsrcs
tcp	9875	sapv1
udp	9875	sapv1
tcp	9876	sd
udp	9878	kca-service
tcp	9888	cyborg-systems
udp	9888	cyborg-systems
tcp	9889	gt-proxy
udp	9889	gt-proxy
tcp	9898	monkeycom
udp	9898	monkeycom
udp	9899	sctp-tunneling
tcp	9900	iua
udp	9900	iua
udp	9901	enrp
udp	9903	multicast-ping
tcp	9909	domaintime
udp	9909	domaintime
tcp	9911	sype-transport
udp	9911	sype-transport
tcp	9925	xybrid-cloud
tcp	9950	apc-9950
udp	9950	apc-9950
tcp	9951	apc-9951
udp	9951	apc-9951
tcp	9952	apc-9952
udp	9952	apc-9952
tcp	9953	acis
udp	9953	acis
tcp	9954	hinp
tcp	9955	alljoyn-stm
udp	9955	alljoyn-mcm
udp	9956	alljoyn
tcp	9966	odnsp
udp	9966	odnsp
tcp	9978	xybrid-rt
tcp	9979	visweather
tcp	9981	pumpkindb
tcp	9987	dsm-scm-target
udp	9987	dsm-scm-target
tcp	9988	nsesrvr
tcp	9990	osm-appsrvr
udp	9990	osm-appsrvr
tcp	9991	osm-oev
udp	9991	osm-oev
tcp	9992	palace-1
udp	9992	palace-1
tcp	9993	palace-2
udp	9993	palace-2
tcp	9994	palace-3
udp	9994	palace-3
tcp	9995	palace-4
udp	9995	palace-4
tcp	9996	palace-5
udp	9996	palace-5
tcp	9997	palace-6
udp	9997	palace-6
tcp	9998	distinct32
udp	9998	distinct32
tcp	9999	distinct
udp	9999	distinct
tcp	10000	ndmp
udp	10000	ndmp
tcp	10001	scp-config
udp	10001	scp-config
tcp	10002	documentum
udp	10002	documentum
tcp	10003	documentum-s
tcp	10003	documentum_s
udp	10003	documentum-s
udp	10003	documentum_s
tcp	10004	emcrmirccd
tcp	10005	emcrmird
tcp	10006	netapp-sync
tcp	10007	mvs-capacity
udp	10007	mvs-capacity
tcp	10008	octopus
udp	10008	octopus
tcp	10009	swdtp-sv
udp	10009	swdtp-sv
tcp	10010	rxapi
tcp	10020	abb-hw
tcp	10050	zabbix-agent
udp	10050	zabbix-agent
tcp	10051	zabbix-trapper
udp	10051	zabbix-trapper
tcp	10055	qptlmd
tcp	10080	amanda
udp	10080	amanda
tcp	10081	famdc
udp	10081	famdc
tcp	10100	itap-ddtp
udp	10100	itap-ddtp
tcp	10101	ezmeeting-2
udp	10101	ezmeeting-2
tcp	10102	ezproxy-2
udp	10102	ezproxy-2
tcp	10103	ezrelay
udp	10103	ezrelay
tcp	10104	swdtp
udp	10104	swdtp
tcp	10107	bctp-server
udp	10107	bctp-server
tcp	10110	nmea-0183
udp	10110	nmea-0183
udp	10111	nmea-onenet
tcp	10113	netiq-endpoint
udp	10113	netiq-endpoint
tcp	10114	netiq-qcheck
udp	10114	netiq-qcheck
tcp	10115	netiq-endpt
udp	10115	netiq-endpt
tcp	10116	netiq-voipa
udp	10116	netiq-voipa
tcp	10117	iqrm
udp	10117	iqrm
tcp	10125	cimple
tcp	10128	bmc-perf-sd
udp	10128	bmc-perf-sd
tcp	10129	bmc-gms
tcp	10160	qb-db-server
udp	10160	qb-db-server
tcp	10161	snmptls
udp	10161	snmpdtls
tcp	10162	snmptls-trap
udp	10162	snmpdtls-trap
tcp	10200	trisoap
udp	10200	trisoap
tcp	10201	rsms
udp	10201	rscs
tcp	10252	apollo-relay
udp	10252	apollo-relay
udp	10253	eapol-relay
tcp	10260	axis-wimp-port
udp	10260	axis-wimp-port
tcp	10261	tile-ml
tcp	10288	blocks
udp	10288	blocks
tcp	10321	cosir
udp	10439	bngsync
udp	10500	hip-nat-t
tcp	10540	MOS-lower
udp	10540	MOS-lower
tcp	10541	MOS-upper
udp	10541	MOS-upper
tcp	10542	MOS-aux
udp	10542	MOS-aux
tcp	10543	MOS-soap
udp	10543	MOS-soap
tcp	10544	MOS-soap-opt
udp	10544	MOS-soap-opt
tcp	10548	serverdocs
tcp	10631	printopia
tcp	10800	gap
udp	10800	gap
tcp	10805	lpdg
udp	10805	lpdg
tcp	10809	nbd
udp	10810	nmc-disc
tcp	10860	helix
udp	10860	helix
tcp	10880	bveapi
udp	10880	bveapi
tcp	10933	octopustentacle
tcp	10990	rmiaux
udp	10990	rmiaux
tcp	11000	irisa
udp	11000	irisa
tcp	11001	metasys
udp	11001	metasys
udp	10023	cefd-vmp
tcp	11095	weave
udp	11095	weave
tcp	11103	origo-sync
tcp	11104	netapp-icmgmt
tcp	11105	netapp-icdata
tcp	11106	sgi-lk
udp	11106	sgi-lk
udp	11108	myq-termlink
tcp	11109	sgi-dmfmgr
tcp	11110	sgi-soap
tcp	11111	vce
udp	11111	vce
tcp	11112	dicom
udp	11112	dicom
tcp	11161	suncacao-snmp
udp	11161	suncacao-snmp
tcp	11162	suncacao-jmxmp
udp	11162	suncacao-jmxmp
tcp	11163	suncacao-rmi
udp	11163	suncacao-rmi
tcp	11164	suncacao-csa
udp	11164	suncacao-csa
tcp	11165	suncacao-websvc
udp	11165	suncacao-websvc
udp	11171	snss
tcp	11172	oemcacao-jmxmp
tcp	11173	t5-straton
tcp	11174	oemcacao-rmi
tcp	11175	oemcacao-websvc
tcp	11201	smsqp
udp	11201	smsqp
tcp	11202	dcsl-backup
tcp	11208	wifree
udp	11208	wifree
tcp	11211	memcache
udp	11211	memcache
tcp	11319	imip
udp	11319	imip
tcp	11320	imip-channels
udp	11320	imip-channels
tcp	11321	arena-server
udp	11321	arena-server
tcp	11367	atm-uhas
udp	11367	atm-uhas
tcp	11371	hkp
udp	11371	hkp
udp	11430	lsdp
tcp	11489	asgcypresstcps
tcp	11600	tempest-port
udp	11600	tempest-port
tcp	11623	emc-xsw-dconfig
tcp	11720	h323callsigalt
udp	11720	h323callsigalt
tcp	11723	emc-xsw-dcache
udp	11723	emc-xsw-dcache
tcp	11751	intrepid-ssl
udp	11751	intrepid-ssl
tcp	11796	lanschool
udp	11796	lanschool-mpt
tcp	11876	xoraya
udp	11876	xoraya
udp	11877	x2e-disc
tcp	11967	sysinfo-sp
udp	11967	sysinfo-sp
tcp	12000	entextxid
udp	12000	entextxid
tcp	12001	entextnetwk
udp	12001	entextnetwk
tcp	12002	entexthigh
udp	12002	entexthigh
tcp	12003	entextmed
udp	12003	entextmed
tcp	12004	entextlow
udp	12004	entextlow
tcp	12005	dbisamserver1
udp	12005	dbisamserver1
tcp	12006	dbisamserver2
udp	12006	dbisamserver2
tcp	12007	accuracer
udp	12007	accuracer
tcp	12008	accuracer-dbms
udp	12008	accuracer-dbms
udp	12009	ghvpn
tcp	12010	edbsrvr
tcp	12012	vipera
udp	12012	vipera
tcp	12013	vipera-ssl
udp	12013	vipera-ssl
tcp	12109	rets-ssl
udp	12109	rets-ssl
tcp	12121	nupaper-ss
udp	12121	nupaper-ss
tcp	12168	cawas
udp	12168	cawas
tcp	12172	hivep
udp	12172	hivep
tcp	12300	linogridengine
udp	12300	linogridengine
tcp	12302	rads
tcp	12321	warehouse-sss
udp	12321	warehouse-sss
tcp	12322	warehouse
udp	12322	warehouse
tcp	12345	italk
udp	12345	italk
tcp	12753	tsaf
udp	12753	tsaf
tcp	12865	netperf
tcp	13160	i-zipqd
udp	13160	i-zipqd
tcp	13216	bcslogc
udp	13216	bcslogc
tcp	13217	rs-pias
udp	13217	rs-pias
tcp	13218	emc-vcas-tcp
udp	13218	emc-vcas-udp
tcp	13223	powwow-client
udp	13223	powwow-client
tcp	13224	powwow-server
udp	13224	powwow-server
tcp	13400	doip-data
udp	13400	doip-disc
tcp	13720	bprd
udp	13720	bprd
tcp	13721	bpdbm
udp	13721	bpdbm
tcp	13722	bpjava-msvc
udp	13722	bpjava-msvc
tcp	13724	vnetd
udp	13724	vnetd
tcp	13782	bpcd
udp	13782	bpcd
tcp	13783	vopied
udp	13783	vopied
tcp	13785	nbdb
udp	13785	nbdb
tcp	13786	nomdb
udp	13786	nomdb
tcp	13818	dsmcc-config
udp	13818	dsmcc-config
tcp	13819	dsmcc-session
udp	13819	dsmcc-session
tcp	13820	dsmcc-passthru
udp	13820	dsmcc-passthru
tcp	13821	dsmcc-download
udp	13821	dsmcc-download
tcp	13822	dsmcc-ccp
udp	13822	dsmcc-ccp
tcp	13823	bmdss
tcp	13894	ucontrol
udp	13894	ucontrol
tcp	13929	dta-systems
udp	13929	dta-systems
tcp	13930	medevolve
tcp	14000	scotty-ft
udp	14000	scotty-ft
tcp	14001	sua
udp	14001	sua
udp	14002	scotty-disc
tcp	14033	sage-best-com1
udp	14033	sage-best-com1
tcp	14034	sage-best-com2
udp	14034	sage-best-com2
tcp	14141	vcs-app
udp	14141	vcs-app
tcp	14142	icpp
udp	14142	icpp
tcp	14143	icpps
tcp	14145	gcm-app
udp	14145	gcm-app
tcp	14149	vrts-tdd
udp	14149	vrts-tdd
tcp	14150	vcscmd
tcp	14154	vad
udp	14154	vad
tcp	14250	cps
udp	14250	cps
tcp	14414	ca-web-update
udp	14414	ca-web-update
tcp	14500	xpra
tcp	14936	hde-lcesrvr-1
udp	14936	hde-lcesrvr-1
tcp	14937	hde-lcesrvr-2
udp	14937	hde-lcesrvr-2
tcp	15000	hydap
udp	15000	hydap
tcp	15002	onep-tls
udp	15118	v2g-secc
tcp	15345	xpilot
udp	15345	xpilot
tcp	15363	3link
udp	15363	3link
tcp	15555	cisco-snat
udp	15555	cisco-snat
tcp	15660	bex-xr
udp	15660	bex-xr
tcp	15740	ptp
udp	15740	ptp
udp	15998	2ping
tcp	15999	programmar
tcp	16000	fmsas
tcp	16001	fmsascon
tcp	16002	gsms
udp	16003	alfin
tcp	16020	jwpc
tcp	16021	jwpc-bin
tcp	16161	sun-sea-port
udp	16161	sun-sea-port
tcp	16162	solaris-audit
tcp	16309	etb4j
udp	16309	etb4j
tcp	16310	pduncs
udp	16310	pduncs
tcp	16311	pdefmns
udp	16311	pdefmns
tcp	16360	netserialext1
udp	16360	netserialext1
tcp	16361	netserialext2
udp	16361	netserialext2
tcp	16367	netserialext3
udp	16367	netserialext3
tcp	16368	netserialext4
udp	16368	netserialext4
tcp	16384	connected
udp	16384	connected
tcp	16385	rdgs
tcp	16619	xoms
tcp	16665	axon-tunnel
udp	16666	vtp
tcp	16789	cadsisvr
tcp	16900	newbay-snc-mc
udp	16900	newbay-snc-mc
tcp	16950	sgcip
udp	16950	sgcip
tcp	16991	intel-rci-mp
udp	16991	intel-rci-mp
tcp	16992	amt-soap-http
udp	16992	amt-soap-http
tcp	16993	amt-soap-https
udp	16993	amt-soap-https
tcp	16994	amt-redir-tcp
udp	16994	amt-redir-tcp
tcp	16995	amt-redir-tls
udp	16995	amt-redir-tls
tcp	17007	isode-dua
udp	17007	isode-dua
tcp	17184	vestasdlp
tcp	17185	soundsvirtual
udp	17185	soundsvirtual
tcp	17219	chipper
udp	17219	chipper
tcp	17220	avtp
udp	17220	avtp
tcp	17221	avdecc
udp	17221	avdecc
udp	17222	cpsp
tcp	17223	isa100-gci
udp	17224	trdp-pd
tcp	17225	trdp-md
udp	17225	trdp-md
tcp	17234	integrius-stp
udp	17234	integrius-stp
tcp	17235	ssh-mgmt
udp	17235	ssh-mgmt
tcp	17500	db-lsp
udp	17500	db-lsp-disc
tcp	17555	ailith
tcp	17729	ea
udp	17729	ea
tcp	17754	zep
udp	17754	zep
tcp	17755	zigbee-ip
udp	17755	zigbee-ip
tcp	17756	zigbee-ips
udp	17756	zigbee-ips
tcp	17777	sw-orion
tcp	18000	biimenu
udp	18000	biimenu
tcp	18104	radpdf
tcp	18136	racf
tcp	18181	opsec-cvp
udp	18181	opsec-cvp
tcp	18182	opsec-ufp
udp	18182	opsec-ufp
tcp	18183	opsec-sam
udp	18183	opsec-sam
tcp	18184	opsec-lea
udp	18184	opsec-lea
tcp	18185	opsec-omi
udp	18185	opsec-omi
tcp	18186	ohsc
udp	18186	ohsc
tcp	18187	opsec-ela
udp	18187	opsec-ela
tcp	18241	checkpoint-rtm
udp	18241	checkpoint-rtm
tcp	18242	iclid
tcp	18243	clusterxl
tcp	18262	gv-pf
udp	18262	gv-pf
tcp	18463	ac-cluster
udp	18463	ac-cluster
tcp	18634	rds-ib
udp	18634	rds-ib
tcp	18635	rds-ip
udp	18635	rds-ip
tcp	18668	vdmmesh
udp	18668	vdmmesh-disc
tcp	18769	ique
udp	18769	ique
tcp	18881	infotos
udp	18881	infotos
tcp	18888	apc-necmp
udp	18888	apc-necmp
tcp	19000	igrid
udp	19000	igrid
tcp	19007	scintilla
udp	19007	scintilla
tcp	19020	j-link
tcp	19191	opsec-uaa
udp	19191	opsec-uaa
tcp	19194	ua-secureagent
udp	19194	ua-secureagent
tcp	19220	cora
udp	19220	cora-disc
tcp	19283	keysrvr
udp	19283	keysrvr
tcp	19315	keyshadow
udp	19315	keyshadow
tcp	19398	mtrgtrans
udp	19398	mtrgtrans
tcp	19410	hp-sco
udp	19410	hp-sco
tcp	19411	hp-sca
udp	19411	hp-sca
tcp	19412	hp-sessmon
udp	19412	hp-sessmon
tcp	19539	fxuptp
udp	19539	fxuptp
tcp	19540	sxuptp
udp	19540	sxuptp
tcp	19541	jcp
udp	19541	jcp
udp	19788	mle
tcp	19998	iec-104-sec
tcp	19999	dnp-sec
udp	19999	dnp-sec
tcp	20000	dnp
udp	20000	dnp
tcp	20001	microsan
udp	20001	microsan
tcp	20002	commtact-http
udp	20002	commtact-http
tcp	20003	commtact-https
udp	20003	commtact-https
tcp	20005	openwebnet
udp	20005	openwebnet
udp	20012	ss-idi-disc
tcp	20013	ss-idi
tcp	20014	opendeploy
udp	20014	opendeploy
tcp	20034	nburn-id
tcp	20034	nburn_id
udp	20034	nburn-id
udp	20034	nburn_id
tcp	20046	tmophl7mts
udp	20046	tmophl7mts
tcp	20048	mountd
udp	20048	mountd
tcp	20049	nfsrdma
udp	20049	nfsrdma
tcp	20057	avesterra
tcp	20167	tolfab
udp	20167	tolfab
tcp	20202	ipdtp-port
udp	20202	ipdtp-port
tcp	20222	ipulse-ics
udp	20222	ipulse-ics
tcp	20480	emwavemsg
udp	20480	emwavemsg
tcp	20670	track
udp	20670	track
tcp	20999	athand-mmp
udp	20999	athand-mmp
tcp	21000	irtrans
udp	21000	irtrans
tcp	21010	notezilla-lan
tcp	21212	trinket-agent
tcp	21221	aigairserver
tcp	21553	rdm-tfs
tcp	21554	dfserver
udp	21554	dfserver
tcp	21590	vofr-gateway
udp	21590	vofr-gateway
tcp	21800	tvpm
udp	21800	tvpm
tcp	21845	webphone
udp	21845	webphone
tcp	21846	netspeak-is
udp	21846	netspeak-is
tcp	21847	netspeak-cs
udp	21847	netspeak-cs
tcp	21848	netspeak-acd
udp	21848	netspeak-acd
tcp	21849	netspeak-cps
udp	21849	netspeak-cps
tcp	22000	snapenetio
udp	22000	snapenetio
tcp	22001	optocontrol
udp	22001	optocontrol
tcp	22002	optohost002
udp	22002	optohost002
tcp	22003	optohost003
udp	22003	optohost003
tcp	22004	optohost004
udp	22004	optohost004
tcp	22005	optohost004
udp	22005	optohost004
tcp	22125	dcap
tcp	22128	gsidcap
tcp	22222	easyengine
tcp	22273	wnn6
udp	22273	wnn6
tcp	22305	cis
udp	22305	cis
tcp	22335	shrewd-control
udp	22335	shrewd-stream
tcp	22343	cis-secure
udp	22343	cis-secure
tcp	22347	wibukey
udp	22347	wibukey
tcp	22350	codemeter
udp	22350	codemeter
tcp	22351	codemeter-cmwan
tcp	22537	caldsoft-backup
tcp	22555	vocaltec-wconf
udp	22555	vocaltec-phone
tcp	22763	talikaserver
udp	22763	talikaserver
tcp	22800	aws-brf
udp	22800	aws-brf
tcp	22951	brf-gw
udp	22951	brf-gw
tcp	23000	inovaport1
udp	23000	inovaport1
tcp	23001	inovaport2
udp	23001	inovaport2
tcp	23002	inovaport3
udp	23002	inovaport3
tcp	23003	inovaport4
udp	23003	inovaport4
tcp	23004	inovaport5
udp	23004	inovaport5
tcp	23005	inovaport6
